year,month,day,extended_event,country,region,province_state,city,vicinity_area,criteria_political,criteria_economic,criteria_religious,multiple_attacks,successful_attack,suicide_attack,primary_attack_type,primary_target_type,primary_target_subtype,target_nationality,secondary_target_type,group_name,individual_attack,attack_claimed,claim_mode,primary_weapon_type,secondary_weapon_type,secondary_weapon_subtype,num_killed,num_killed_us,num_killed_terrorists,num_wounded,num_wounded_us,num_wounded_terrorists,property_damage,property_extent_code,property_extent,property_value,hostage_incident,ransom_demanded,hostage_outcome_code,hostage_outcome,num_released,month_name
1991,11,24,0,Egypt,Middle East & North Africa,Asyut,Dayrut,0,1,1,1,0.0,1,0,Armed Assault,Terrorists/Non-State Militia,Terrorist,Egypt,Unknown,Muslim Brotherhood,0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,5.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,November
1991,12,25,0,Egypt,Middle East & North Africa,Damietta,Damietta,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Security Forces/Officers,Egypt,Unknown,Islamist extremists,0,0.0,Unknown,Firearms,Unknown,Unknown,3.0,0.0,0.0,1.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,December
1991,12,30,0,Egypt,Middle East & North Africa,Cairo,Cairo,0,1,1,1,0.0,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,December
1992,2,29,0,Egypt,Middle East & North Africa,Cairo,Cairo,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Security Forces/Officers,Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,February
1992,3,3,0,Egypt,Middle East & North Africa,Faiyum,Faiyum,0,1,1,1,0.0,1,0,Assassination,Police,Police Security Forces/Officers,Egypt,Unknown,Muslim Fundamentalists,0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,March
1992,3,11,0,Egypt,Middle East & North Africa,Unknown,Unknown,0,1,1,1,0.0,1,0,Armed Assault,Religious Figures/Institutions,Place of Worship,Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Firearms,Unknown,Unknown,3.0,0.0,0.0,5.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,March
1992,3,30,0,Egypt,Middle East & North Africa,Qena,Qena,0,1,1,1,0.0,1,0,Facility/Infrastructure Attack,Business,Entertainment/Cultural/Stadium/Casino,Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Incendiary,Unknown,Unknown,0.0,0.0,0.0,6.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,March
1992,4,3,0,Egypt,Middle East & North Africa,Beni Suef,Beni Suef,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Security Forces/Officers,Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Incendiary,Unknown,Unknown,3.0,0.0,0.0,3.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,April
1992,4,15,0,Egypt,Middle East & North Africa,Unknown,Unknown,0,1,1,1,0.0,0,0,Assassination,Police,Police Security Forces/Officers,Egypt,Unknown,Muslim Fundamentalists,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,April
1992,4,27,0,Egypt,Middle East & North Africa,Qena,Qena,1,1,1,1,0.0,1,0,Assassination,Police,Police Security Forces/Officers,Egypt,Unknown,"Militant Islamic Group, name not stated",0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,April
1992,5,1,0,Egypt,Middle East & North Africa,Cairo,Cairo,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Security Forces/Officers,Egypt,Unknown,Islamist extremists,0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,15.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,May
1992,5,5,0,Egypt,Middle East & North Africa,Asyut,Dayrut,0,1,1,1,0.0,0,0,Assassination,Government (General),Judge/Attorney/Court,Egypt,Unknown,Muslim Fundamentalists,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,May
1992,5,19,0,Egypt,Middle East & North Africa,Asyut,Dayrut,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Patrol (including vehicles and convoys),Egypt,Unknown,Muslim extremists,0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,3.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,May
1992,6,2,0,Egypt,Middle East & North Africa,Asyut,Unknown,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Security Forces/Officers,Egypt,Unknown,Islamist extremists,0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,June
1992,6,3,0,Egypt,Middle East & North Africa,Al Sharqia,Baabda al-sharquia,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Security Forces/Officers,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,2.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,June
1992,6,8,0,Egypt,Middle East & North Africa,Cairo,Cairo,0,1,1,1,0.0,1,0,Assassination,Journalists & Media,Newspaper Journalist/Staff/Facility,Egypt,Unknown,Egyptian Islamic Jihad (Al-Jihad),0,0.0,Unknown,Unknown,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,June
1992,6,12,0,Egypt,Middle East & North Africa,Sohag,Sohag,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Security Forces/Officers,Egypt,Unknown,Muslim Demonstrators,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,8.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,June
1992,6,19,0,Egypt,Middle East & North Africa,Asyut,Asyut,1,1,1,1,1.0,1,0,Facility/Infrastructure Attack,Business,Retail/Grocery/Bakery,Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Incendiary,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,June
1992,6,19,0,Egypt,Middle East & North Africa,Asyut,Asyut,1,1,1,1,1.0,1,0,Facility/Infrastructure Attack,Private Citizens & Property,Religion Identified,Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Incendiary,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,June
1992,6,20,0,Egypt,Middle East & North Africa,Asyut,Dayrut,0,1,1,1,0.0,1,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Egypt,Unknown,Muslim Fundamentalists,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,1.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,June
1992,6,20,0,Egypt,Middle East & North Africa,Asyut,Dayrut,0,1,1,1,1.0,1,0,Armed Assault,Business,Retail/Grocery/Bakery,Egypt,Unknown,Muslim Fundamentalists,0,0.0,Unknown,Firearms,Unknown,Unknown,2.0,0.0,0.0,2.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,June
1992,6,24,0,Egypt,Middle East & North Africa,Luxor,Luxor,0,1,1,1,0.0,1,0,Bombing/Explosion,Religious Figures/Institutions,Place of Worship,Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,June
1992,7,2,0,Egypt,Middle East & North Africa,Asyut,Dayrut,0,1,1,1,0.0,0,0,Assassination,Police,Police Security Forces/Officers,Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,2.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
1992,7,6,0,Egypt,Middle East & North Africa,Cairo,Cairo,0,1,1,1,0.0,0,0,Assassination,Police,Police Security Forces/Officers,Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,1.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
1992,7,9,0,Egypt,Middle East & North Africa,Asyut,Dayrut,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Checkpoint,Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
1992,7,15,0,Egypt,Middle East & North Africa,Luxor,Luxor,0,1,1,1,0.0,0,0,Armed Assault,Tourists,Tour Bus/Van,Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Incendiary,Unknown,Unknown,0.0,0.0,0.0,4.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
1992,7,25,0,Egypt,Middle East & North Africa,Asyut,Dayrut,0,1,1,1,0.0,0,0,Assassination,Religious Figures/Institutions,Place of Worship,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,1.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
1992,7,25,0,Egypt,Middle East & North Africa,Damietta,Damietta,0,1,1,1,0.0,1,0,Armed Assault,Educational Institution,Unknown,Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Incendiary,Unknown,Unknown,0.0,0.0,0.0,6.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
1992,7,27,0,Egypt,Middle East & North Africa,Faiyum,Faiyum,0,1,1,1,0.0,0,0,Assassination,Government (General),"Government Personnel (excluding police, military)",Egypt,Unknown,Muslim extremists,0,0.0,Unknown,Melee,Unknown,Unknown,0.0,0.0,0.0,1.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
1992,7,27,0,Egypt,Middle East & North Africa,Asyut,Asyut,0,1,1,1,0.0,1,0,Armed Assault,Private Citizens & Property,House/Apartment/Residence,Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Firearms,Unknown,Unknown,3.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,July
1992,8,2,0,Egypt,Middle East & North Africa,Asyut,Dayrut,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Security Forces/Officers,Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Firearms,Unknown,Unknown,2.0,0.0,0.0,7.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,August
1992,8,9,0,Egypt,Middle East & North Africa,Asyut,Asyut,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Security Forces/Officers,Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,1.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,August
1992,8,9,0,Egypt,Middle East & North Africa,Asyut,Dayrut,0,1,1,1,0.0,1,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,August
1992,8,11,0,Egypt,Middle East & North Africa,Beheira,Idku,0,1,1,1,0.0,1,0,Facility/Infrastructure Attack,Police,"Police Building (headquarters, station, school)",Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Firearms,Incendiary,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),15000.0,0.0,0.0,Unknown,Unknown,0.0,August
1992,8,15,0,Egypt,Middle East & North Africa,Asyut,Al-Qusiya,0,1,1,1,0.0,1,0,Assassination,Police,Police Security Forces/Officers,Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,August
1992,8,18,0,Egypt,Middle East & North Africa,Asyut,Dayrut,0,1,1,1,0.0,0,0,Assassination,Police,Police Security Forces/Officers,Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,1.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,August
1992,8,21,0,Egypt,Middle East & North Africa,Qena,Unknown,1,1,1,1,0.0,1,0,Armed Assault,Tourists,Tour Bus/Van,Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Incendiary,Unknown,Unknown,0.0,0.0,0.0,2.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,August
1992,8,22,0,Egypt,Middle East & North Africa,New Valley,Manshiet Khashaba,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Security Forces/Officers,Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,August
1992,8,23,0,Egypt,Middle East & North Africa,Asyut,Manqabad,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Security Forces/Officers,Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Firearms,Unknown,Unknown,7.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,August
1992,9,4,0,Egypt,Middle East & North Africa,Asyut,Unknown,1,1,1,1,0.0,1,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Explosives,Unknown,Unknown,1.0,0.0,0.0,1.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,September
1992,9,7,0,Egypt,Middle East & North Africa,Port Said,Port Said,0,1,1,1,1.0,1,0,Facility/Infrastructure Attack,Business,Retail/Grocery/Bakery,Egypt,Unknown,Forbid the Evil Group (Muslim Extremists),0,0.0,Unknown,Incendiary,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,September
1992,9,11,0,Egypt,Middle East & North Africa,Minya,Kodiet-Mubarak,0,1,1,1,0.0,1,0,Armed Assault,Business,Medical/Pharmaceutical,Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,September
1992,9,11,0,Egypt,Middle East & North Africa,Minya,Kodiet-Mubarak,0,1,1,1,0.0,1,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,2.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,September
1992,9,11,0,Egypt,Middle East & North Africa,Minya,Kodiet-Mubarak,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Patrol (including vehicles and convoys),Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,1.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,September
1992,9,28,0,Egypt,Middle East & North Africa,Asyut,Balut,0,1,1,1,0.0,1,0,Assassination,Police,Police Patrol (including vehicles and convoys),Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,1.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,September
1992,10,1,0,Egypt,Middle East & North Africa,Minya,Mawas,0,1,1,1,0.0,1,0,Armed Assault,Maritime,Commercial Maritime,Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,3.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,October
1992,10,6,0,Egypt,Middle East & North Africa,Asyut,Dayrut,0,1,1,1,0.0,0,0,Bombing/Explosion,Police,Police Security Forces/Officers,Egypt,Unknown,Al-Gama'at al-Islamiyya (IG),0,0.0,Unknown,Explosives,Unknown,Unknown,4.0,0.0,0.0,9.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,October
1992,10,15,0,Egypt,Middle East & North Africa,Asyut,Tima,0,1,1,1,0.0,1,0,Facility/Infrastructure Attack,Business,Retail/Grocery/Bakery,Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,October
1992,10,15,0,Egypt,Middle East & North Africa,Asyut,Tima,0,1,1,1,0.0,1,0,Assassination,Private Citizens & Property,Religion Identified,Egypt,Unknown,Muslim Fundamentalists,0,0.0,Unknown,Unknown,Unknown,Unknown,4.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,October
1992,10,15,0,Egypt,Middle East & North Africa,Asyut,Tima,0,1,1,1,0.0,1,0,Facility/Infrastructure Attack,Religious Figures/Institutions,Place of Worship,Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Incendiary,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,October
1992,10,21,0,Egypt,Middle East & North Africa,Asyut,Dayrut,1,1,1,1,0.0,1,0,Armed Assault,Tourists,Tour Bus/Van,Egypt,Unknown,Al-Gama'at al-Islamiyya (IG),0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,2.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,October
1992,10,25,0,Egypt,Middle East & North Africa,Port Said,Port Said,0,1,1,1,0.0,0,0,Assassination,Tourists,Tourist,Russia,Unknown,Muslim Militants,0,0.0,Unknown,Melee,Unknown,Unknown,0.0,0.0,0.0,3.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,October
1992,10,25,0,Egypt,Middle East & North Africa,Unknown,Unknown,0,1,1,1,0.0,1,0,Assassination,Tourists,Tour Bus/Van,Great Britain,Unknown,Muslim Militants,0,0.0,Unknown,Unknown,Unknown,Unknown,1.0,0.0,0.0,2.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,October
1992,11,1,0,Egypt,Middle East & North Africa,Minya,Deir Mawas,1,1,1,1,0.0,1,0,Armed Assault,Private Citizens & Property,Religion Identified,Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,10.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,November
1992,11,8,0,Egypt,Middle East & North Africa,Cairo,Cairo,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Security Forces/Officers,Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,November
1992,11,9,0,Egypt,Middle East & North Africa,Asyut,Asyut,0,1,1,1,0.0,1,0,Unknown,Police,Police Security Forces/Officers,Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,1.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,November
1992,11,9,0,Egypt,Middle East & North Africa,Asyut,Asyut,0,1,1,1,0.0,1,0,Armed Assault,Business,Retail/Grocery/Bakery,Egypt,Unknown,Al-Gama'at al-Islamiyya (IG),0,0.0,Unknown,Melee,Unknown,Unknown,0.0,0.0,0.0,1.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,November
1992,11,9,0,Egypt,Middle East & North Africa,Asyut,Dayrut,0,1,1,1,0.0,1,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Egypt,Unknown,Al-Gama'at al-Islamiyya (IG),0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,2.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,November
1992,11,9,0,Egypt,Middle East & North Africa,Asyut,Asyut,0,1,1,1,0.0,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,Egypt,Unknown,Al-Gama'at al-Islamiyya (IG),0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,November
1992,11,9,0,Egypt,Middle East & North Africa,Asyut,Dayrut,0,1,1,1,0.0,1,0,Bombing/Explosion,Private Citizens & Property,Labor Union Related,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,2.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,November
1992,11,12,0,Egypt,Middle East & North Africa,Qena,Qena,0,1,1,1,0.0,1,0,Armed Assault,Tourists,Tour Bus/Van,Egypt,Unknown,Al-Gama'at al-Islamiyya (IG),0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,8.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,November
1992,11,21,0,Egypt,Middle East & North Africa,Cairo,Cairo,0,1,1,1,0.0,0,0,Bombing/Explosion,Government (General),Government Building/Facility/Office,Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,November
1992,11,21,0,Egypt,Middle East & North Africa,Asyut,Dayrut,0,1,1,1,0.0,0,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Egypt,Unknown,Muslim Militants,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,November
1992,11,25,0,Egypt,Middle East & North Africa,Alexandria,Alexandria,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Security Forces/Officers,Egypt,Unknown,Egyptian Islamic Jihad (Al-Jihad),0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,2.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,November
1992,12,9,0,Egypt,Middle East & North Africa,Cairo,Cairo,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Patrol (including vehicles and convoys),Egypt,Unknown,Unknown,0,0.0,Unknown,Incendiary,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,December
1992,12,29,0,Egypt,Middle East & North Africa,Asyut,Asyut,1,1,1,1,0.0,1,0,Armed Assault,Police,Police Security Forces/Officers,Egypt,Unknown,Al-Gama'at al-Islamiyya (IG),0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,December
1994,1,10,0,Egypt,Middle East & North Africa,Asyut,Asyut,0,1,1,1,0.0,1,0,Assassination,Police,Police Security Forces/Officers,Egypt,Unknown,Al-Gama'at al-Islamiyya (IG),0,0.0,Unknown,Firearms,Unknown,Unknown,2.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,January
1994,1,13,0,Egypt,Middle East & North Africa,Asyut,Al-Qusiya,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Checkpoint,Egypt,Unknown,Al-Gama'at al-Islamiyya (IG),0,0.0,Unknown,Firearms,Unknown,Unknown,3.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,January
1994,1,19,0,Egypt,Middle East & North Africa,Cairo,Cairo,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Checkpoint,Egypt,Unknown,Al-Gama'at al-Islamiyya (IG),0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,2.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,January
1994,1,20,0,Egypt,Middle East & North Africa,Minya,Mahras,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Security Forces/Officers,Egypt,Unknown,Al-Gama'at al-Islamiyya (IG),0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,January
1994,1,20,0,Egypt,Middle East & North Africa,Asyut,Abu Tig,0,1,1,1,0.0,1,0,Assassination,Police,Police Security Forces/Officers,Egypt,Unknown,Al-Gama'at al-Islamiyya (IG),0,0.0,Unknown,Firearms,Unknown,Unknown,3.0,0.0,0.0,1.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,January
1994,1,27,0,Egypt,Middle East & North Africa,Asyut,Asyut,0,1,1,1,0.0,0,0,Assassination,Police,Police Security Forces/Officers,Egypt,Unknown,Al-Gama'at al-Islamiyya (IG),0,0.0,Unknown,Firearms,Unknown,Unknown,2.0,0.0,0.0,1.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,January
1994,1,30,0,Egypt,Middle East & North Africa,Minya,Mallawi,0,1,1,1,0.0,0,0,Assassination,Police,Police Security Forces/Officers,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,1.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,January
